ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
8750	14	1	1	0.000000	10.285714	10.285714	0.000000	0.000000	0	7	0
8751	8	1	2	0.000000	12.500000	12.500000	0.000000	0.000000	0	8	0
8752	31	1	1	0.000000	5.258065	5.258065	0.000000	0.000000	0	6	0
8753	43	3	2	0.000000	44.255814	36.395349	0.000000	0.000000	0	28	0
8754	7	3	1	0.000000	43.142857	33.714286	0.000000	0.000000	0	20	0
8755	1	2	1	0.000000	32.000000	24.000000	0.000000	0.000000	0	12	0
8756	1	2	1	0.000000	23.000000	19.000000	0.000000	0.000000	0	9	0
8757	1	3	1	0.000000	18.000000	14.000000	0.000000	0.000000	0	6	0
8758	9	2	1	0.000000	9.888889	9.888889	0.000000	0.000000	0	6	0
8759	22	1	1	0.000000	12.363636	11.954545	0.000000	0.000000	0	8	0
8760	35	1	2	0.000000	12.857143	11.685714	0.000000	0.000000	0	12	0
8761	1542	0	2	0.000000	6.904021	5.851492	0.000000	0.000000	0	92	0
8762	1097	0	0	0.000000	6.206016	5.341841	0.000000	0.000000	0	57	0
8763	13	2	1	0.000000	9.461538	9.461538	0.000000	0.000000	0	5	0
8764	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8765	26	2	1	0.000000	4.846154	3.692308	0.000000	0.000000	0	4	0
8766	5	1	1	0.000000	6.000000	5.000000	0.000000	0.000000	0	3	0
8767	26	1	2	0.000000	8.346154	8.346154	0.000000	0.000000	0	6	0
8768	1	1	1	0.000000	21.000000	11.000000	0.000000	0.000000	0	5	0
8769	22	2	2	0.000000	23.954545	5.909091	0.000000	0.000000	0	9	0
8770	14	2	1	0.000000	18.142857	12.357143	0.000000	0.000000	0	6	0
8771	3	1	1	0.000000	12.000000	12.000000	0.000000	0.000000	0	5	0
8772	14	1	2	0.000000	11.857143	11.857143	0.000000	0.000000	0	7	0
8773	153	2	2	0.000000	6.104575	5.581699	0.000000	0.000000	0	10	0
8774	40	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8775	9	1	2	0.000000	7.555556	6.555556	0.000000	0.000000	0	6	0
8776	5	1	2	0.000000	8.000000	7.000000	0.000000	0.000000	0	5	0
8777	4	1	2	0.000000	9.000000	8.000000	0.000000	0.000000	0	6	0
8778	572	2	2	0.000000	5.713287	4.550699	0.000000	0.000000	0	35	0
8779	62	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8780	24	1	1	0.000000	7.000000	6.541667	0.000000	0.000000	0	6	0
8781	7	1	2	0.000000	8.142857	8.142857	0.000000	0.000000	0	5	0
8782	37	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8783	67	2	0	0.000000	4.895522	3.507463	0.000000	0.000000	0	5	0
8784	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8785	52	1	1	0.000000	12.807692	6.653846	0.000000	0.000000	0	9	0
8786	29	2	1	0.000000	9.862069	9.172414	0.000000	0.000000	0	7	0
8787	2	1	1	0.000000	11.500000	11.500000	0.000000	0.000000	0	5	0
8788	100	1	0	0.000000	1.030000	1.030000	0.000000	0.000000	0	2	0
8789	89	0	2	0.000000	3.752809	3.134831	0.000000	0.000000	0	5	0
8790	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8791	16	1	2	0.000000	3.500000	3.500000	0.000000	0.000000	0	4	0
8792	952	2	2	0.000000	5.313025	4.598739	0.000000	0.000000	0	56	0
8793	3	2	0	0.000000	7.333333	7.333333	0.000000	0.000000	0	6	0
8794	22	1	1	0.000000	9.863636	9.863636	0.000000	0.000000	0	10	0
8795	1	1	2	0.000000	10.000000	10.000000	0.000000	0.000000	0	8	0
8796	3	2	2	0.000000	7.666667	7.666667	0.000000	0.000000	0	5	0
8797	3	1	1	0.000000	7.666667	7.666667	0.000000	0.000000	0	4	0
8798	754	2	2	0.000000	4.226790	3.633952	0.000000	0.000000	0	36	0
8799	3	2	1	0.000000	8.333333	8.333333	0.000000	0.000000	0	8	0
8800	28	1	1	0.000000	5.607143	5.607143	0.000000	0.000000	0	9	0
8801	1	1	1	0.000000	16.000000	14.000000	0.000000	0.000000	0	5	0
8802	18	2	1	0.000000	7.277778	7.277778	0.000000	0.000000	0	5	0
8803	13	1	1	0.000000	4.769231	4.769231	0.000000	0.000000	0	3	0
8804	11	2	2	0.000000	5.909091	5.272727	0.000000	0.000000	0	1	0
8805	902	2	0	0.000000	5.528825	4.893570	0.000000	0.000000	0	48	0
8806	31	0	0	0.000000	7.806452	7.806452	0.000000	0.000000	0	6	0
8807	31	0	0	0.000000	11.419355	10.483871	0.000000	0.000000	0	11	0
8808	205	2	2	0.000000	5.834146	5.248780	0.000000	0.000000	0	13	0
8809	20	2	1	0.000000	7.400000	7.000000	0.000000	0.000000	0	4	0
8810	4	2	1	0.000000	9.750000	9.750000	0.000000	0.000000	0	4	0
8811	7	1	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	2	0
8812	20	1	2	0.000000	10.650000	10.650000	0.000000	0.000000	0	4	0
8813	5846	0	1	0.000000	5.800718	4.869312	0.000000	0.000000	0	293	0
8814	1388	2	2	0.000000	6.698127	5.532421	0.000000	0.000000	0	82	0
8815	31	1	1	0.000000	6.258065	5.580645	0.000000	0.000000	0	5	0
8816	51	0	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8817	1883	0	1	0.000000	6.185343	5.363250	0.000000	0.000000	0	102	0
8818	5	2	0	0.000000	9.800000	9.800000	0.000000	0.000000	0	5	0
8819	26	1	1	0.000000	8.846154	8.846154	0.000000	0.000000	0	4	0
8820	5	0	2	0.000000	8.400000	7.200000	0.000000	0.000000	0	3	0
8821	53	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8822	1119	1	2	0.000000	5.940125	5.261841	0.000000	0.000000	0	56	0
8823	31	0	0	0.000000	4.645161	4.645161	0.000000	0.000000	0	5	0
8824	1	0	2	0.000000	7.000000	7.000000	0.000000	0.000000	0	3	0
8825	130	2	2	0.000000	4.884615	4.884615	0.000000	0.000000	0	9	0
8826	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8827	15	1	2	0.000000	5.600000	5.600000	0.000000	0.000000	0	2	0
8828	233	2	2	0.000000	5.965665	5.832618	0.000000	0.000000	0	15	0
8829	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8830	26	2	1	0.000000	9.269231	9.269231	0.000000	0.000000	0	5	0
8831	5	1	1	0.000000	8.400000	8.400000	0.000000	0.000000	0	3	0
8832	26	1	2	0.000000	5.730769	5.730769	0.000000	0.000000	0	3	0
8833	7	2	2	0.000000	4.714286	4.714286	0.000000	0.000000	0	1	0
8834	13	2	1	0.000000	8.769231	8.384615	0.000000	0.000000	0	7	0
8835	8	2	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	4	0
8836	6	1	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	4	0
8837	7	1	2	0.000000	8.142857	8.142857	0.000000	0.000000	0	5	0
8838	1	2	1	0.000000	12.000000	12.000000	0.000000	0.000000	0	8	0
8839	31	0	0	0.000000	8.193548	8.193548	0.000000	0.000000	0	4	0
8840	31	1	1	0.000000	3.741935	3.322581	0.000000	0.000000	0	4	0
8841	199	2	0	0.000000	2.804020	2.492462	0.000000	0.000000	0	4	0
8842	324	0	0	0.000000	5.413580	4.645062	0.000000	0.000000	0	16	0
8843	846	2	1	0.000000	5.290780	4.605201	0.000000	0.000000	0	44	0
8844	3	2	1	0.000000	11.666667	10.666667	0.000000	0.000000	0	7	0
8845	5	2	1	0.000000	9.200000	8.400000	0.000000	0.000000	0	7	0
8846	7	2	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	6	0
8847	8	1	1	0.000000	5.125000	5.125000	0.000000	0.000000	0	5	0
8848	2	1	2	0.000000	6.500000	6.500000	0.000000	0.000000	0	5	0
8849	13	2	1	0.000000	4.000000	4.000000	0.000000	0.000000	0	2	0
8850	30	2	1	0.000000	8.866667	8.866667	0.000000	0.000000	0	8	0
8851	1	1	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	3	0
8852	43	1	2	0.000000	5.046512	4.325581	0.000000	0.000000	0	4	0
8853	50	1	1	0.000000	7.380000	7.380000	0.000000	0.000000	0	8	0
8854	1	1	3	0.000000	9.000000	9.000000	0.000000	0.000000	0	7	0
8855	1	2	2	0.000000	14.000000	14.000000	0.000000	0.000000	0	10	0
8856	1	1	1	0.000000	13.000000	13.000000	0.000000	0.000000	0	9	0
8857	11	2	2	0.000000	13.181818	13.181818	0.000000	0.000000	0	9	0
8858	3	1	1	0.000000	11.666667	11.666667	0.000000	0.000000	0	7	0
8859	35	2	1	0.000000	4.142857	4.142857	0.000000	0.000000	0	13	0
8860	15	2	0	0.000000	5.800000	5.800000	0.000000	0.000000	0	3	0
8861	778	0	2	0.000000	6.446015	5.916452	0.000000	0.000000	0	47	0
8862	2	2	1	0.000000	11.000000	10.500000	0.000000	0.000000	0	5	0
8863	7	2	1	0.000000	11.285714	11.285714	0.000000	0.000000	0	6	0
8864	27	1	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	8	0
8865	4	1	2	0.000000	9.000000	9.000000	0.000000	0.000000	0	6	0
8866	108	2	0	0.000000	4.824074	4.537037	0.000000	0.000000	0	6	0
8867	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8868	9	1	2	0.000000	4.222222	4.222222	0.000000	0.000000	0	3	0
8869	4	1	2	0.000000	6.000000	6.000000	0.000000	0.000000	0	2	0
8870	15	2	1	0.000000	4.866667	3.933333	0.000000	0.000000	0	3	0
8871	299	0	2	0.000000	7.016722	6.404682	0.000000	0.000000	0	22	0
8872	1280	0	0	0.000000	6.082813	5.288281	0.000000	0.000000	0	60	0
8873	31	1	1	0.000000	4.645161	4.645161	0.000000	0.000000	0	6	0
8874	24	2	1	0.000000	8.458333	8.375000	0.000000	0.000000	0	6	0
8875	1	2	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	4	0
8876	6	1	1	0.000000	7.833333	7.833333	0.000000	0.000000	0	3	0
8877	6	2	2	0.000000	7.833333	7.833333	0.000000	0.000000	0	4	0
8878	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8879	27	1	2	0.000000	1.962963	1.962963	0.000000	0.000000	0	3	0
8880	1103	2	0	0.000000	7.621940	6.625567	0.000000	0.000000	0	79	0
8881	17	2	1	0.000000	13.117647	13.058824	0.000000	0.000000	0	7	0
8882	12	2	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	6	0
8883	2	1	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	4	0
8884	5	2	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	7	0
8885	26	1	1	0.000000	7.038462	7.038462	0.000000	0.000000	0	7	0
8886	27	2	1	0.000000	10.148148	10.148148	0.000000	0.000000	0	8	0
8887	1	2	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	6	0
8888	2	2	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	6	0
8889	1	1	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	5	0
8890	15	2	2	0.000000	8.266667	8.266667	0.000000	0.000000	0	6	0
8891	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8892	234	2	0	0.000000	6.145299	4.790598	0.000000	0.000000	0	11	0
8893	81	2	0	0.000000	4.543210	4.543210	0.000000	0.000000	0	8	0
8894	17	2	1	0.000000	9.352941	9.352941	0.000000	0.000000	0	6	0
8895	5	2	1	0.000000	6.400000	6.400000	0.000000	0.000000	0	4	0
8896	9	1	1	0.000000	6.333333	6.333333	0.000000	0.000000	0	4	0
8897	8	2	1	0.000000	4.000000	4.000000	0.000000	0.000000	0	2	0
8898	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8899	7	1	2	0.000000	6.000000	5.714286	0.000000	0.000000	0	3	0
8900	102	2	2	0.000000	2.784314	2.500000	0.000000	0.000000	0	5	0
8901	9	1	2	0.000000	10.888889	10.888889	0.000000	0.000000	0	5	0
8902	39	2	1	0.000000	7.282051	5.358974	0.000000	0.000000	0	6	0
8903	14	2	1	0.000000	10.928571	7.214286	0.000000	0.000000	0	7	0
8904	23	1	1	0.000000	4.826087	4.826087	0.000000	0.000000	0	4	0
8905	6	2	2	0.000000	6.000000	6.000000	0.000000	0.000000	0	3	0
8906	2	1	1	0.000000	3.500000	3.500000	0.000000	0.000000	0	2	0
8907	29	1	2	0.000000	3.827586	3.827586	0.000000	0.000000	0	4	0
8908	12	2	1	0.000000	5.000000	5.000000	0.000000	0.000000	0	5	0
8909	42	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8910	98	2	0	0.000000	3.908163	3.908163	0.000000	0.000000	0	4	0
8911	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8912	5	2	2	0.000000	6.000000	6.000000	0.000000	0.000000	0	3	0
8913	31	1	1	0.000000	3.129032	3.129032	0.000000	0.000000	0	2	0
8914	2	2	2	0.000000	10.500000	9.500000	0.000000	0.000000	0	6	0
8915	18	1	1	0.000000	2.722222	2.722222	0.000000	0.000000	0	3	0
8916	5	2	2	0.000000	52.000000	8.600000	0.000000	0.000000	0	31	0
8917	23	1	1	0.000000	7.565217	7.043478	0.000000	0.000000	0	4	0
8918	31	1	1	0.000000	1.161290	1.161290	0.000000	0.000000	0	2	0
8919	31	1	1	0.000000	2.032258	1.064516	0.000000	0.000000	0	2	0
8920	10	2	1	0.000000	12.400000	12.400000	0.000000	0.000000	0	11	0
8921	6	1	1	0.000000	10.833333	10.166667	0.000000	0.000000	0	8	0
8922	145	2	0	0.000000	2.600000	2.441379	0.000000	0.000000	0	5	0
8923	19	2	1	0.000000	5.684211	5.263158	0.000000	0.000000	0	5	0
8924	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8925	2	1	2	0.000000	3.000000	3.000000	0.000000	0.000000	0	3	0
8926	86	0	1	0.000000	1.500000	1.406977	0.000000	0.000000	0	3	0
8927	15	2	2	0.000000	11.866667	1.733333	0.000000	0.000000	0	5	0
8928	14	1	2	0.000000	6.142857	6.000000	0.000000	0.000000	0	6	0
8929	110	2	2	0.000000	5.272727	4.445455	0.000000	0.000000	0	9	0
8930	3607	2	2	0.000000	5.974494	5.142501	0.000000	0.000000	0	184	0
8931	2951	2	0	0.000000	5.672653	4.720773	0.000000	0.000000	0	147	0
8932	9	2	1	0.000000	8.000000	7.000000	0.000000	0.000000	0	4	0
8933	22	1	1	0.000000	10.318182	9.636364	0.000000	0.000000	0	5	0
8934	9	1	2	0.000000	9.333333	9.333333	0.000000	0.000000	0	2	0
8935	8	2	0	0.000000	8.250000	8.250000	0.000000	0.000000	0	5	0
8936	23	1	1	0.000000	5.608696	5.608696	0.000000	0.000000	0	4	0
8937	113	0	2	0.000000	4.424779	3.876106	0.000000	0.000000	0	11	0
8938	28	1	1	0.000000	1.250000	1.250000	0.000000	0.000000	0	1	0
8939	214	2	2	0.000000	4.579439	3.925234	0.000000	0.000000	0	11	0
8940	177	2	2	0.000000	5.683616	5.508475	0.000000	0.000000	0	10	0
8941	105	1	1	0.000000	10.152381	9.628571	0.000000	0.000000	0	16	0
8942	8	2	1	0.000000	7.875000	6.000000	0.000000	0.000000	0	5	0
8943	23	1	1	0.000000	5.652174	4.739130	0.000000	0.000000	0	3	0
8944	13	2	2	0.000000	7.846154	4.076923	0.000000	0.000000	0	1	0
8945	1	1	2	0.000000	18.000000	17.000000	0.000000	0.000000	0	10	0
8946	1	2	3	0.000000	36.000000	33.000000	0.000000	0.000000	0	18	0
8947	4	2	1	0.000000	34.500000	34.000000	0.000000	0.000000	0	18	0
8948	1	2	1	0.000000	34.000000	34.000000	0.000000	0.000000	0	16	0
8949	1	4	1	0.000000	29.000000	29.000000	0.000000	0.000000	0	13	0
8950	1	2	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	5	0
8951	1	2	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	4	0
8952	29	1	1	0.000000	4.379310	4.379310	0.000000	0.000000	0	4	0
8953	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8954	518	2	2	0.000000	6.530888	6.044402	0.000000	0.000000	0	39	0
8955	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8956	31	1	1	0.000000	5.677419	5.677419	0.000000	0.000000	0	4	0
8957	18	2	1	0.000000	9.777778	9.777778	0.000000	0.000000	0	9	0
8958	1808	2	0	0.000000	5.288164	4.672566	0.000000	0.000000	0	84	0
8959	31	0	0	0.000000	6.516129	6.225806	0.000000	0.000000	0	6	0
8960	312	2	2	0.000000	4.083333	3.173077	0.000000	0.000000	0	19	0
8961	49	0	0	0.000000	9.306122	5.897959	0.000000	0.000000	0	7	0
8962	14	1	1	0.000000	7.142857	7.142857	0.000000	0.000000	0	4	0
8963	17	1	2	0.000000	7.647059	7.647059	0.000000	0.000000	0	5	0
8964	201	0	2	0.000000	4.059701	3.905473	0.000000	0.000000	0	11	0
8965	1	2	1	0.000000	11.000000	10.000000	0.000000	0.000000	0	7	0
8966	19	2	1	0.000000	5.315789	5.315789	0.000000	0.000000	0	2	0
8967	1467	2	2	0.000000	6.713020	5.685753	0.000000	0.000000	0	87	0
8968	779	2	2	0.000000	5.973042	5.302953	0.000000	0.000000	0	44	0
8969	31	1	1	0.000000	7.387097	7.387097	0.000000	0.000000	0	8	0
8970	291	2	2	0.000000	5.965636	5.432990	0.000000	0.000000	0	21	0
8971	31	1	1	0.000000	2.225806	2.225806	0.000000	0.000000	0	4	0
8972	31	1	2	0.000000	5.483871	5.483871	0.000000	0.000000	0	7	0
8973	73	2	2	0.000000	6.027397	5.945205	0.000000	0.000000	0	7	0
8974	10	2	1	0.000000	4.700000	3.700000	0.000000	0.000000	0	4	0
8975	21	1	1	0.000000	4.142857	3.428571	0.000000	0.000000	0	4	0
8976	33	1	1	0.000000	2.606061	2.606061	0.000000	0.000000	0	2	0
8977	31	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
8978	1528	2	0	0.000000	5.020288	4.460733	0.000000	0.000000	0	70	0
8979	14	2	1	0.000000	7.785714	7.785714	0.000000	0.000000	0	4	0
8980	749	0	2	0.000000	6.249666	5.086782	0.000000	0.000000	0	38	0
8981	14	1	1	0.000000	6.071429	6.071429	0.000000	0.000000	0	5	0
8982	5	2	2	0.000000	8.000000	8.000000	0.000000	0.000000	0	5	0
8983	9	1	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	4	0
8984	3	1	2	0.000000	8.000000	8.000000	0.000000	0.000000	0	5	0
8985	47	1	1	0.000000	8.595745	7.744681	0.000000	0.000000	0	7	0
8986	2553	1	2	0.000000	4.880533	4.168821	0.000000	0.000000	0	112	0
8987	44	1	1	0.000000	5.181818	5.136364	0.000000	0.000000	0	7	0
8988	220	2	0	0.000000	4.559091	3.795455	0.000000	0.000000	0	11	0
8989	31	1	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	5	0
8990	1890	2	0	0.000000	4.929630	4.202116	0.000000	0.000000	0	87	0
8991	11	1	1	0.000000	2.545455	1.545455	0.000000	0.000000	0	2	0
8992	20	1	2	0.000000	3.450000	3.100000	0.000000	0.000000	0	4	0
8993	210	1	2	0.000000	5.095238	4.947619	0.000000	0.000000	0	17	0
8994	11	2	1	0.000000	7.363636	6.545455	0.000000	0.000000	0	3	0
8995	10	2	1	0.000000	4.600000	4.600000	0.000000	0.000000	0	3	0
8996	1091	2	0	0.000000	4.831347	4.166819	0.000000	0.000000	0	50	0
8997	17	2	1	0.000000	4.823529	3.588235	0.000000	0.000000	0	5	0
8998	1431	2	0	0.000000	5.246681	4.691824	0.000000	0.000000	0	69	0
8999	31	1	1	0.000000	5.483871	5.483871	0.000000	0.000000	0	2	0
9000	7	1	2	0.000000	15.142857	15.142857	0.000000	0.000000	0	11	0
9001	40	2	1	0.000000	10.300000	9.525000	0.000000	0.000000	0	10	0
9002	12	1	1	0.000000	6.833333	6.833333	0.000000	0.000000	0	2	0
9003	19	1	2	0.000000	7.105263	7.105263	0.000000	0.000000	0	3	0
9004	140	2	2	0.000000	6.428571	5.042857	0.000000	0.000000	0	10	0
9005	31	2	2	0.000000	20.290323	15.032258	0.000000	0.000000	0	17	0
9006	8	1	1	0.000000	21.000000	16.000000	0.000000	0.000000	0	13	0
9007	1901	2	2	0.000000	5.748553	4.998948	0.000000	0.000000	0	98	0
9008	27	2	0	0.000000	6.703704	6.037037	0.000000	0.000000	0	6	0
9009	4	0	1	0.000000	9.500000	9.500000	0.000000	0.000000	0	6	0
9010	902	2	0	0.000000	6.042129	5.495565	0.000000	0.000000	0	51	0
9011	31	1	1	0.000000	7.193548	7.193548	0.000000	0.000000	0	5	0
9012	299	2	2	0.000000	4.966555	4.725753	0.000000	0.000000	0	12	0
9013	975	2	2	0.000000	6.620513	5.575385	0.000000	0.000000	0	61	0
9014	19	2	1	0.000000	10.210526	10.210526	0.000000	0.000000	0	7	0
9015	12	1	1	0.000000	6.916667	6.916667	0.000000	0.000000	0	4	0
9016	1972	2	2	0.000000	4.741886	3.945740	0.000000	0.000000	0	85	0
9017	45	1	1	0.000000	9.244444	8.955556	0.000000	0.000000	0	9	0
9018	54	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
9019	98	0	0	0.000000	3.306122	3.306122	0.000000	0.000000	0	6	0
9020	2102	2	0	0.000000	6.137012	5.460038	0.000000	0.000000	0	108	0
9021	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
9022	41	1	1	0.000000	4.731707	4.658537	0.000000	0.000000	0	3	0
9023	31	0	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
9024	17	2	2	0.000000	6.294118	6.294118	0.000000	0.000000	0	5	0
9025	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
9026	56	2	2	0.000000	5.857143	5.375000	0.000000	0.000000	0	4	0
9027	17	1	1	0.000000	35.294118	28.764706	0.000000	0.000000	0	22	0
9028	7	2	1	0.000000	13.428571	13.142857	0.000000	0.000000	0	4	0
9029	15	1	1	0.000000	11.266667	11.266667	0.000000	0.000000	0	3	0
9030	42	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
9031	10	1	2	0.000000	7.000000	7.000000	0.000000	0.000000	0	4	0
9032	113	0	2	0.000000	2.663717	2.663717	0.000000	0.000000	0	6	0
9033	271	2	2	0.000000	6.826568	6.413284	0.000000	0.000000	0	18	0
9034	192	1	2	0.000000	5.572917	4.010417	0.000000	0.000000	0	11	0
9035	47	1	1	0.000000	6.553191	5.978723	0.000000	0.000000	0	12	0
9036	18	2	2	0.000000	8.166667	8.166667	0.000000	0.000000	0	4	0
9037	31	1	1	0.000000	4.387097	4.387097	0.000000	0.000000	0	3	0
9038	1744	2	0	0.000000	5.560206	4.664564	0.000000	0.000000	0	84	0
9039	3	2	1	0.000000	12.000000	12.000000	0.000000	0.000000	0	6	0
9040	19	2	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	6	0
9041	11	1	1	0.000000	5.818182	5.818182	0.000000	0.000000	0	4	0
9042	26	2	2	0.000000	6.384615	6.384615	0.000000	0.000000	0	7	0
9043	11	1	1	0.000000	7.090909	7.090909	0.000000	0.000000	0	6	0
9044	74	2	2	0.000000	4.648649	4.648649	0.000000	0.000000	0	7	0
9045	7	2	1	0.000000	4.714286	4.714286	0.000000	0.000000	0	4	0
9046	10	2	1	0.000000	11.500000	10.500000	0.000000	0.000000	0	8	0
9047	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
9048	100	2	2	0.000000	3.390000	3.390000	0.000000	0.000000	0	5	0
9049	27	2	1	0.000000	8.629630	8.629630	0.000000	0.000000	0	9	0
9050	4	1	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	9	0
9051	27	1	2	0.000000	11.333333	11.333333	0.000000	0.000000	0	12	0
9052	6	1	1	0.000000	2.333333	2.333333	0.000000	0.000000	0	2	0
9053	25	1	2	0.000000	4.240000	4.240000	0.000000	0.000000	0	4	0
9054	16	2	2	0.000000	4.812500	4.812500	0.000000	0.000000	0	4	0
9055	32	1	1	0.000000	6.062500	1.187500	0.000000	0.000000	0	6	0
9056	92	2	0	0.000000	3.271739	2.597826	0.000000	0.000000	0	4	0
9057	3	2	1	0.000000	6.666667	6.666667	0.000000	0.000000	0	3	0
9058	16	2	1	0.000000	5.562500	5.562500	0.000000	0.000000	0	3	0
9059	6	2	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	2	0
9060	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
9061	176	2	2	0.000000	6.034091	4.602273	0.000000	0.000000	0	17	0
9062	124	2	1	0.000000	5.185484	3.854839	0.000000	0.000000	0	9	0
9063	65	0	1	0.000000	1.800000	1.800000	0.000000	0.000000	0	2	0
9064	862	0	0	0.000000	6.003480	5.417633	0.000000	0.000000	0	46	0
9065	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
9066	1045	2	0	0.000000	5.688038	4.684211	0.000000	0.000000	0	58	0
9067	4	2	0	0.000000	11.750000	9.750000	0.000000	0.000000	0	4	0
9068	27	1	1	0.000000	12.296296	11.222222	0.000000	0.000000	0	4	0
9069	4	0	2	0.000000	12.000000	12.000000	0.000000	0.000000	0	3	0
9070	1619	2	2	0.000000	6.511427	5.445337	0.000000	0.000000	0	91	0
9071	25	2	1	0.000000	8.720000	8.720000	0.000000	0.000000	0	4	0
9072	6	1	1	0.000000	6.166667	6.166667	0.000000	0.000000	0	3	0
9073	8	2	2	0.000000	5.750000	5.375000	0.000000	0.000000	0	5	0
9074	41	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
9075	31	2	2	0.000000	1.451613	1.451613	0.000000	0.000000	0	1	0
9076	3	2	1	0.000000	8.333333	8.333333	0.000000	0.000000	0	6	0
9077	28	1	1	0.000000	7.392857	7.392857	0.000000	0.000000	0	6	0
9078	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
9079	18	1	2	0.000000	5.888889	5.888889	0.000000	0.000000	0	5	0
9080	31	0	0	0.000000	8.580645	5.129032	0.000000	0.000000	0	11	0
9081	217	2	2	0.000000	16.304147	14.046083	0.000000	0.000000	0	38	0
9082	8	0	0	0.000000	8.625000	4.375000	0.000000	0.000000	0	3	0
9083	575	0	2	0.000000	5.099130	4.328696	0.000000	0.000000	0	28	0
9084	797	2	2	0.000000	5.095358	4.539523	0.000000	0.000000	0	39	0
9085	19	2	1	0.000000	10.736842	10.684211	0.000000	0.000000	0	6	0
9086	12	1	1	0.000000	8.333333	8.333333	0.000000	0.000000	0	3	0
9087	2880	2	2	0.000000	5.836458	4.981944	0.000000	0.000000	0	149	0
9088	450	2	1	0.000000	5.440000	4.720000	0.000000	0.000000	0	24	0
9089	31	1	1	0.000000	1.645161	1.645161	0.000000	0.000000	0	2	0
9090	31	1	1	0.000000	1.516129	1.516129	0.000000	0.000000	0	2	0
9091	1	1	2	0.000000	7.000000	7.000000	0.000000	0.000000	0	6	0
9092	16	2	1	0.000000	7.312500	7.312500	0.000000	0.000000	0	4	0
9093	15	1	1	0.000000	4.266667	4.266667	0.000000	0.000000	0	4	0
9094	65	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
9095	483	0	0	0.000000	4.571429	4.122153	0.000000	0.000000	0	20	0
9096	31	0	0	0.000000	8.193548	8.193548	0.000000	0.000000	0	7	0
